Tournament,Date,Series,Round,Winner,Loser,WRank,LRank,WPts,LPts,Wpoints,Fpoints,SFpoints,QFpoints,sixteenpoints,thirtytwopoints,sixtyfourpoints,onehundredtwentyeightpoints,Start Date,End Date
Qatar Exxon Mobil Open,2023-02-23,ATP250,Quarterfinals,Medvedev D.,O Connell C.,8.0,94.0,3250.0,567.0,250,165,100,50,25,13,0,0,2023-02-20,2023-02-25
Qatar Exxon Mobil Open,2023-02-23,ATP250,Quarterfinals,Auger-Aliassime F.,Davidovich Fokina A.,9.0,31.0,3200.0,1300.0,250,165,100,50,25,13,0,0,2023-02-20,2023-02-25
Qatar Exxon Mobil Open,2023-02-24,ATP250,Semifinals,Murray A.,Lehecka J.,70.0,52.0,750.0,842.0,250,165,100,50,25,13,0,0,2023-02-20,2023-02-25
Qatar Exxon Mobil Open,2023-02-24,ATP250,Semifinals,Medvedev D.,Auger-Aliassime F.,8.0,9.0,3250.0,3200.0,250,165,100,50,25,13,0,0,2023-02-20,2023-02-25
Qatar Exxon Mobil Open,2023-02-25,ATP250,The Final,Medvedev D.,Murray A.,8.0,70.0,3250.0,750.0,250,165,100,50,25,13,0,0,2023-02-20,2023-02-25
Queen's Club Championships,2023-06-19,ATP500,1st Round,Peniston R.,Humbert U.,265.0,37.0,207.0,1042.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-19,ATP500,1st Round,Norrie C.,Kecmanovic M.,13.0,40.0,2565.0,985.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-19,ATP500,1st Round,Shelton B.,Wolf J.J.,35.0,47.0,1069.0,889.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-19,ATP500,1st Round,Korda S.,Evans D.,32.0,25.0,1175.0,1331.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-19,ATP500,1st Round,Schwartzman D.,Mcdonald M.,107.0,67.0,570.0,775.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-19,ATP500,1st Round,Musetti L.,Choinski J.,16.0,167.0,2130.0,346.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-19,ATP500,1st Round,Cerundolo F.,Paul T.,19.0,15.0,1655.0,2135.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-20,ATP500,1st Round,Rune H.,Cressy M.,6.0,42.0,4375.0,975.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-20,ATP500,1st Round,Mannarino A.,Broady L.,46.0,143.0,892.0,408.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-20,ATP500,1st Round,Lehecka J.,Davidovich Fokina A.,36.0,33.0,1048.0,1115.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-20,ATP500,1st Round,Alcaraz C.,Rinderknech A.,2.0,83.0,7175.0,681.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-20,ATP500,1st Round,Thompson J.,Popyrin A.,76.0,94.0,732.0,635.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-20,ATP500,1st Round,Tiafoe F.,Van De Zandschulp B.,10.0,41.0,3085.0,975.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-20,ATP500,1st Round,Dimitrov G.,Ruusuvuori E.,26.0,44.0,1320.0,936.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-20,ATP500,1st Round,De Minaur A.,Murray A.,18.0,38.0,1905.0,1030.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-20,ATP500,1st Round,Fritz T.,Zapata Miralles B.,8.0,50.0,3515.0,856.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-21,ATP500,2nd Round,Musetti L.,Shelton B.,16.0,35.0,2130.0,1069.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-21,ATP500,2nd Round,Norrie C.,Thompson J.,13.0,76.0,2565.0,732.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-21,ATP500,2nd Round,Rune H.,Peniston R.,6.0,265.0,4375.0,207.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-21,ATP500,2nd Round,Korda S.,Tiafoe F.,32.0,10.0,1175.0,3085.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-22,ATP500,2nd Round,De Minaur A.,Schwartzman D.,18.0,107.0,1905.0,570.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-22,ATP500,2nd Round,Mannarino A.,Fritz T.,46.0,8.0,892.0,3515.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-22,ATP500,2nd Round,Alcaraz C.,Lehecka J.,2.0,36.0,7175.0,1048.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-22,ATP500,2nd Round,Dimitrov G.,Cerundolo F.,26.0,19.0,1320.0,1655.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-23,ATP500,Quarterfinals,De Minaur A.,Mannarino A.,18.0,46.0,1905.0,892.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-23,ATP500,Quarterfinals,Rune H.,Musetti L.,6.0,16.0,4375.0,2130.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-23,ATP500,Quarterfinals,Korda S.,Norrie C.,32.0,13.0,1175.0,2565.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-23,ATP500,Quarterfinals,Alcaraz C.,Dimitrov G.,2.0,26.0,7175.0,1320.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-24,ATP500,Semifinals,De Minaur A.,Rune H.,18.0,6.0,1905.0,4375.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-24,ATP500,Semifinals,Alcaraz C.,Korda S.,2.0,32.0,7175.0,1175.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Queen's Club Championships,2023-06-25,ATP500,The Final,Alcaraz C.,De Minaur A.,2.0,18.0,7175.0,1905.0,500,330,200,100,50,25,0,0,2023-06-19,2023-06-25
Rio Open,2023-02-20,ATP500,1st Round,Dellien H.,Sousa J.,111.0,143.0,491.0,401.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-20,ATP500,1st Round,Molcan A.,Fonseca J.,54.0,827.0,830.0,20.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-20,ATP500,1st Round,Martinez P.,Garin C.,76.0,98.0,681.0,546.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-20,ATP500,1st Round,Monteiro T.,Thiem D.,83.0,96.0,631.0,550.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-20,ATP500,1st Round,Djere L.,Bagnis F.,57.0,87.0,806.0,595.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-21,ATP500,1st Round,Jarry N.,Musetti L.,139.0,18.0,416.0,1855.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-21,ATP500,1st Round,Cerundolo F.,Carballes Baena R.,33.0,73.0,1230.0,695.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-21,ATP500,1st Round,Galan D.E.,Cachin P.,88.0,59.0,594.0,797.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-21,ATP500,1st Round,Varillas J.P.,Gaston H.,81.0,106.0,643.0,509.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-21,ATP500,1st Round,Norrie C.,Cerundolo J.M.,13.0,107.0,2615.0,505.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-22,ATP500,1st Round,Zapata Miralles B.,Munar J.,63.0,66.0,786.0,777.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-22,ATP500,1st Round,Lajovic D.,Schwartzman D.,80.0,38.0,648.0,1010.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-22,ATP500,1st Round,Ramos-Vinolas A.,Etcheverry T.,47.0,75.0,890.0,684.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-22,ATP500,1st Round,Fognini F.,Barrios M.,86.0,196.0,598.0,301.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-22,ATP500,1st Round,Alcaraz C.,Alves M.,2.0,556.0,6480.0,60.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-22,ATP500,1st Round,Baez S.,Bellucci T.,35.0,915.0,1105.0,14.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-22,ATP500,2nd Round,Dellien H.,Molcan A.,111.0,54.0,491.0,830.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-23,ATP500,2nd Round,Norrie C.,Monteiro T.,13.0,83.0,2615.0,631.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-23,ATP500,2nd Round,Zapata Miralles B.,Cerundolo F.,63.0,33.0,786.0,1230.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-23,ATP500,2nd Round,Ramos-Vinolas A.,Galan D.E.,47.0,88.0,890.0,594.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-23,ATP500,2nd Round,Jarry N.,Martinez P.,139.0,76.0,416.0,681.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-23,ATP500,2nd Round,Baez S.,Varillas J.P.,35.0,81.0,1105.0,643.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-23,ATP500,2nd Round,Alcaraz C.,Fognini F.,2.0,86.0,6480.0,598.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-24,ATP500,2nd Round,Lajovic D.,Djere L.,80.0,57.0,648.0,806.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-24,ATP500,Quarterfinals,Zapata Miralles B.,Ramos-Vinolas A.,63.0,47.0,786.0,890.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-24,ATP500,Quarterfinals,Norrie C.,Dellien H.,13.0,111.0,2615.0,491.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-24,ATP500,Quarterfinals,Alcaraz C.,Lajovic D.,2.0,80.0,6480.0,648.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-25,ATP500,Quarterfinals,Jarry N.,Baez S.,139.0,35.0,416.0,1105.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-25,ATP500,Semifinals,Norrie C.,Zapata Miralles B.,13.0,63.0,2615.0,786.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-25,ATP500,Semifinals,Alcaraz C.,Jarry N.,2.0,139.0,6480.0,416.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rio Open,2023-02-26,ATP500,The Final,Norrie C.,Alcaraz C.,13.0,2.0,2615.0,6480.0,500,330,200,100,50,25,0,0,2023-02-20,2023-02-26
Rosmalen Grass Court Championships,2023-06-12,ATP250,1st Round,Huesler M.A.,Cressy M.,82.0,40.0,704.0,975.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-12,ATP250,1st Round,Humbert U.,Kubler J.,36.0,97.0,1061.0,627.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-12,ATP250,1st Round,Raonic M.,Kecmanovic M.,,39.0,,985.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-12,ATP250,1st Round,Hijikata R.,Brouwer G.,133.0,145.0,449.0,413.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-13,ATP250,1st Round,Thompson J.,Mpetshi G.,103.0,233.0,593.0,248.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-13,ATP250,1st Round,Bublik A.,Goffin D.,47.0,126.0,880.0,490.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-13,ATP250,1st Round,Ruusuvuori E.,Nakashima B.,42.0,54.0,956.0,842.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-13,ATP250,1st Round,Griekspoor T.,Ymer M.,38.0,62.0,1024.0,796.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-13,ATP250,1st Round,Popyrin A.,Rinderknech A.,90.0,85.0,662.0,681.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-13,ATP250,1st Round,Mcdonald M.,Ivashka I.,68.0,87.0,765.0,672.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-13,ATP250,1st Round,Mannarino A.,Fils A.,52.0,66.0,847.0,790.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-13,ATP250,1st Round,Djere L.,Berankis R.,60.0,212.0,810.0,271.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-14,ATP250,2nd Round,Ruusuvuori E.,Humbert U.,42.0,36.0,956.0,1061.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-14,ATP250,2nd Round,Hijikata R.,Huesler M.A.,133.0,82.0,449.0,704.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-14,ATP250,2nd Round,Sinner J.,Bublik A.,9.0,47.0,3300.0,880.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-14,ATP250,2nd Round,Mcdonald M.,Coric B.,68.0,15.0,765.0,2430.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-15,ATP250,2nd Round,Griekspoor T.,Popyrin A.,38.0,90.0,1024.0,662.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-15,ATP250,2nd Round,Mannarino A.,Medvedev D.,52.0,3.0,847.0,6100.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-15,ATP250,2nd Round,De Minaur A.,Djere L.,18.0,60.0,1905.0,810.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-15,ATP250,2nd Round,Thompson J.,Raonic M.,103.0,,593.0,,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-16,ATP250,Quarterfinals,Hijikata R.,Mcdonald M.,133.0,68.0,449.0,765.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-16,ATP250,Quarterfinals,Thompson J.,Mannarino A.,103.0,52.0,593.0,847.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-16,ATP250,Quarterfinals,Griekspoor T.,De Minaur A.,38.0,18.0,1024.0,1905.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-16,ATP250,Quarterfinals,Ruusuvuori E.,Sinner J.,42.0,9.0,956.0,3300.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-17,ATP250,Semifinals,Thompson J.,Hijikata R.,103.0,133.0,593.0,449.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-17,ATP250,Semifinals,Griekspoor T.,Ruusuvuori E.,38.0,42.0,1024.0,956.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Rosmalen Grass Court Championships,2023-06-18,ATP250,The Final,Griekspoor T.,Thompson J.,38.0,103.0,1024.0,593.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Srpska Open,2023-04-17,ATP250,1st Round,Popyrin A.,Griekspoor T.,81.0,34.0,701.0,1094.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-17,ATP250,1st Round,Van Assche L.,Wawrinka S.,87.0,84.0,672.0,692.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-17,ATP250,1st Round,Molcan A.,Daniel T.,73.0,100.0,735.0,587.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-18,ATP250,1st Round,Shelbayh A.,Ymer E.,267.0,139.0,201.0,419.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-18,ATP250,1st Round,Djere L.,Safiullin R.,78.0,106.0,716.0,557.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-18,ATP250,1st Round,Albot R.,Coria F.,110.0,76.0,536.0,721.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-18,ATP250,1st Round,Gasquet R.,Prizmic D.,42.0,342.0,940.0,140.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-18,ATP250,1st Round,Lajovic D.,Krajinovic F.,70.0,74.0,744.0,731.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-19,ATP250,1st Round,Dzumhur D.,Broady L.,202.0,132.0,282.0,433.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-19,ATP250,1st Round,Barrere G.,Medjedovic H.,57.0,212.0,838.0,272.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-19,ATP250,1st Round,Varillas J. P.,Gaston H.,92.0,107.0,647.0,555.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-19,ATP250,1st Round,Lehecka J.,Monfils G.,36.0,322.0,1033.0,155.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-19,ATP250,2nd Round,Djere L.,Coric B.,78.0,21.0,716.0,1890.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-19,ATP250,2nd Round,Djokovic N.,Van Assche L.,1.0,87.0,7240.0,672.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-19,ATP250,2nd Round,Molcan A.,Popyrin A.,73.0,81.0,735.0,701.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-20,ATP250,2nd Round,Lajovic D.,Barrere G.,70.0,57.0,744.0,838.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-20,ATP250,2nd Round,Kecmanovic M.,Shelbayh A.,33.0,267.0,1125.0,201.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-20,ATP250,2nd Round,Dzumhur D.,Gasquet R.,202.0,42.0,282.0,940.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-20,ATP250,2nd Round,Rublev A.,Varillas J. P.,6.0,92.0,4380.0,647.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-20,ATP250,2nd Round,Lehecka J.,Albot R.,36.0,110.0,1033.0,536.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-21,ATP250,Quarterfinals,Molcan A.,Djere L.,73.0,78.0,735.0,716.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-21,ATP250,Quarterfinals,Rublev A.,Dzumhur D.,6.0,202.0,4380.0,282.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-21,ATP250,Quarterfinals,Lajovic D.,Djokovic N.,70.0,1.0,744.0,7240.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-21,ATP250,Quarterfinals,Kecmanovic M.,Lehecka J.,33.0,36.0,1125.0,1033.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-22,ATP250,Semifinals,Rublev A.,Molcan A.,6.0,73.0,4380.0,735.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-22,ATP250,Semifinals,Lajovic D.,Kecmanovic M.,70.0,33.0,744.0,1125.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Srpska Open,2023-04-23,ATP250,The Final,Lajovic D.,Rublev A.,70.0,6.0,744.0,4380.0,250,165,100,50,25,13,0,0,2023-04-17,2023-04-23
Stuttgart Open,2023-06-12,ATP250,1st Round,Lehecka J.,Giron M.,37.0,57.0,1038.0,820.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-12,ATP250,1st Round,Musetti L.,Gojo B.,17.0,111.0,2095.0,551.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-12,ATP250,1st Round,Sonego L.,Berrettini M.,41.0,21.0,970.0,1582.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-12,ATP250,1st Round,Gasquet R.,Eubanks C.,55.0,75.0,840.0,730.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-12,ATP250,1st Round,Watanuki Y.,Lopez F.,121.0,580.0,515.0,55.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-13,ATP250,1st Round,Barrere G.,Otte O.,58.0,141.0,815.0,431.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-13,ATP250,1st Round,Karatsev A.,Moutet C.,48.0,77.0,878.0,723.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-13,ATP250,1st Round,O Connell C.,Altmaier D.,74.0,59.0,731.0,813.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-13,ATP250,1st Round,Struff J.L.,Zhang Zh.,24.0,56.0,1437.0,836.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-13,ATP250,1st Round,Fucsovics M.,Shapovalov D.,86.0,29.0,675.0,1290.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-13,ATP250,1st Round,Wu Y.,Kyrgios N.,64.0,25.0,794.0,1375.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-13,ATP250,1st Round,Paul T.,Bonzi B.,16.0,76.0,2205.0,728.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-14,ATP250,2nd Round,O Connell C.,Sonego L.,74.0,41.0,731.0,970.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-14,ATP250,2nd Round,Hurkacz H.,Watanuki Y.,14.0,121.0,2435.0,515.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-14,ATP250,2nd Round,Musetti L.,Barrere G.,17.0,58.0,2095.0,815.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-14,ATP250,2nd Round,Tiafoe F.,Lehecka J.,12.0,37.0,2835.0,1038.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-15,ATP250,2nd Round,Fucsovics M.,Wu Y.,86.0,64.0,675.0,794.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-15,ATP250,2nd Round,Fritz T.,Karatsev A.,8.0,48.0,3515.0,878.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-15,ATP250,2nd Round,Struff J.L.,Paul T.,24.0,16.0,1437.0,2205.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-15,ATP250,2nd Round,Gasquet R.,Tsitsipas S.,55.0,5.0,840.0,4920.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-16,ATP250,Quarterfinals,Tiafoe F.,Musetti L.,12.0,17.0,2835.0,2095.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-16,ATP250,Quarterfinals,Fucsovics M.,Fritz T.,86.0,8.0,675.0,3515.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-16,ATP250,Quarterfinals,Hurkacz H.,O Connell C.,14.0,74.0,2435.0,731.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-16,ATP250,Quarterfinals,Struff J.L.,Gasquet R.,24.0,55.0,1437.0,840.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-17,ATP250,Semifinals,Tiafoe F.,Fucsovics M.,12.0,86.0,2835.0,675.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-17,ATP250,Semifinals,Struff J.L.,Hurkacz H.,24.0,14.0,1437.0,2435.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Stuttgart Open,2023-06-18,ATP250,The Final,Tiafoe F.,Struff J.L.,12.0,24.0,2835.0,1437.0,250,165,100,50,25,13,0,0,2023-06-12,2023-06-18
Suisse Open Gstaad,2023-07-17,ATP250,1st Round,Altmaier D.,Bonzi B.,64.0,107.0,813.0,603.0,250,165,100,50,25,13,0,0,2023-07-17,2023-07-23
Suisse Open Gstaad,2023-07-17,ATP250,1st Round,Bergs Z.,Djere L.,175.0,55.0,335.0,865.0,250,165,100,50,25,13,0,0,2023-07-17,2023-07-23
Suisse Open Gstaad,2023-07-17,ATP250,1st Round,Munar J.,Ritschard A.,110.0,163.0,595.0,357.0,250,165,100,50,25,13,0,0,2023-07-17,2023-07-23
Suisse Open Gstaad,2023-07-17,ATP250,1st Round,Medjedovic H.,Zhang Zh.,183.0,70.0,322.0,796.0,250,165,100,50,25,13,0,0,2023-07-17,2023-07-23
Suisse Open Gstaad,2023-07-17,ATP250,1st Round,Thiem D.,Muller A.,94.0,76.0,631.0,748.0,250,165,100,50,25,13,0,0,2023-07-17,2023-07-23
Suisse Open Gstaad,2023-07-17,ATP250,1st Round,Rodionov J.,Huesler M.A.,118.0,84.0,535.0,704.0,250,165,100,50,25,13,0,0,2023-07-17,2023-07-23
